"","Gogo","Noddy","Ganesh Gaitonde","Voldemort","PB","Phoebe Buffay","Shiro","Augustus","Mr. White","Yatin ","Wonder Woman","Phantom","Red skull ","Bojack","Steven Gerrard","Michael Scott","Scout","Peter Griffin","Harry Potter","Creed","Thor","Scrooge","Chandler","Captain Marvel","Moonface","Krims","Aragorn","Naruto","Morty","Joey ","Eowyn","APS","Rey","RB","Heisenberg","Archer","Athena","Chandler","Nick","Sheldon","sovereign42","Mojo","Batman","Emily","Yoda","Chandlerr","Thanos","Fool of a Took","Tweety","SG","Ravenclaw","Madonna","Kite","kokilaben","Pablo Escobar","Tyrion","Rumi","Shelby","Joker","Mr. Wick","Kyo","Scrooge","Storm_Breaker","PK","Ashy_Drongo","Saitama","Shikaari Shambhu","Pepper","Madara Uchiha","Sansa","Vincent Vega","bira91","Donna Paulson","dragomir","SHERLOCK","Pickle Rick","Gina","Popeye ","Diana","lily","Gordon","Sheldon","Anups","Peter Parker","Pingu","Sherlock","Jack Reacher","EthanHunt","Rick and Morty","Moana","Agnes","Amy Santiago","Pikachu","Groot","Batman ","Amy Dunne","gojira","Hachi","Joker","Donna","Shinchan","Sheldon","Dumbledore","Enola","Batman","Joker","black","Balloo","Sirius","Aragorn_son_of_Arathorn_Heir_of_Isildur","Bubbles","princess mia","Harvey","Nuance","Ammu","Master GoGo","John Wick","Jerry","Munna Tripathi","Shushree","Mulan","Louis","Daniels","John Wick","Batman","Blossom","Phelps","po","Bruce Wayne","Rick","teja","Bumblebee","Butcher","Eisenheim","Sri","Iron Man","Lisa","Professor_X","SS","Bonbon","Shiro","Monica","Gandaldore","MBB Shortlist","Ace","Tattler","Pikachu","Noddy","Stan Lee","Thor","kira","Suppandi","Calvin","Tom","Slash","Dante","Penny","Cactus","Midge Maisel","Baburao","Raymond Reddington","flora","jaquen ha'ghar","Bubbles","Ava","Jean Grey","Venom","Heisenberg","Hermy","Lisbeth","Katniss","Gogo Yubari","Veronica","Shaktiman","Maximus","Argetlam","Baburao","Jessica","Venom","Zeus","Janet","Dark Knight","vr46","Piku","Dr House","Jaanu","Rachel","Scooby","Leia","Monica","Santiago","Fluffy","Donna","Jerry ","Arjuna","Hulk","Shelby","Naruto","Govinda","Don Draper","Katniss","Shelby","MS","Ptolemy","Sim","Shrek","boredtodeath","Buttercup","Quinn","Snowball","Nagin","Jerry","Mr. Spock","spider man","Shah Ghouse","momo","Phoebe","Pikachu","Tony","Grace","Eli","Beth","Quinn","Katniss","Ox","Obelix","Vito_Corleone","Celine","Kendall Roy","Legolas","Sheldon99","LBee","Luna Lovegood","Flash","Darcy","Bubbles","Chacha Chaudhary","Dexter","Rocket","Bubbles","Hobbes"
"Shaktiman",1,4,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,2,0,1,0,2,1,0,0,1,1,2,0,2,0,1,2,1,0,0,1,0,1,0,0,1,1,1,1,1,0,2,2,1,2,2,0,1,0,1,3,0,0,0,2,0,1,0,3,0,1,0,0,2,3,1,1,1,0,2,2,0,0,4,0,0,4,1,1,0,0,1,1,1,1,1,0,0,1,0,0,2,2,0,1,0,1,0,2,2,1,1,1,0,0,1,0,1,0,1,0,2,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3,2,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,2,0,3,1,0,0,2,0,0,0,1,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maximus",2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,2,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,2,1,3,1,1,0,1,0,1,1,2,0,2,1,1,2,1,1,1,1,0,3,1,2,1,2,0,1,1,1,4,0,0,1,1,2,2,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,2,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,2,1,0,1,1,1,0,1,0,0,2,0,2,0,1,0,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Argetlam",2,0,1,1,1,2,1,2,2,1,2,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,1,0,2,1,1,1,1,0,0,0,1,2,1,1,0,1,1,1,1,1,0,2,2,0,0,1,1,1,1,1,1,0,2,1,1,2,1,1,0,1,0,0,0,2,1,2,1,0,2,0,1,2,1,0,3,0,1,1,0,0,0,0,1,1,2,0,0,1,0,1,1,1,1,1,1,2,0,2,0,2,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,2,0,1,1,1,1,0,0,2,0,1,1,1,1,1,0,0,0,2,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,3,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,1,1,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0
"Baburao",1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,0,0,1,0,0,0,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,0,2,0,1,0,1,0,0,0,2,0,0,0,2,1,0,1,1,0,1,0,0,1,0,2,1,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,2,1,1,0,1,2,0,1,1,1,0,0,2,0,0,1,1,2,0,2,1,0,1,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,1,1,1,1,1,0,3,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Jessica",1,2,0,0,1,0,1,0,1,1,0,0,2,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,2,0,2,2,1,2,0,2,0,0,0,0,0,2,1,1,1,0,1,2,1,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,2,1,2,1,2,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,3,0,1,2,1,1,0,0,2,1,0,0,0,0,1,2,1,4,0,1,1,0,0,0,1,0,1,1,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3,2,0,4,1,0,2,1,0,2,0,3,1,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,2,0,0,1,0,2,1,1,1,0,1,0,1,1,1,0,0,0,2,1,1,1,0,1,1
"Venom",2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,0,2,0,1,1,0,2,1,0,2,1,0,0,1,1,1,0,0,1,0,2,0,0,2,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,2,1,1,1,1,1,0,2,0,0,1,1,1,0,0,2,0,3,1,0,0,1,1,1,1,1,2,0,1,0,1,0,0,2,1,1,1,0,0,1,0,0,1,2,2,1,1,1,0,0,2,1,1,0,1,1,0,1,0,1,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,2,2,1,0,1,1,7,0,1,2,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Zeus",0,1,1,3,1,0,0,0,1,0,1,1,2,2,2,0,0,1,0,1,2,0,0,0,1,2,0,0,0,0,1,1,0,4,0,0,0,0,1,1,1,1,0,1,0,2,1,1,0,1,0,1,1,1,3,0,2,2,0,1,0,1,1,0,1,0,1,0,2,1,1,1,2,2,4,0,0,0,2,1,0,1,0,3,2,1,2,0,2,1,2,0,2,0,1,1,3,2,1,2,2,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,3,1,1,1,0,0,1,0,0,1,0,2,0,0,1,0,3,1,0,0,1,0,2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"Janet",1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,1,2,1,2,0,1,0,1,2,1,1,1,1,2,1,1,0,0,1,0,1,0,2,0,1,0,1,1,1,0,1,1,1,0,2,1,0,2,1,0,1,1,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,2,1,1,0,1,2,0,2,0,1,1,1,2,0,0,1,2,1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,1,0,1,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Dark Knight",1,2,2,2,1,1,1,2,1,3,3,1,1,1,2,1,1,1,3,1,0,1,0,2,0,2,1,0,0,1,1,2,0,0,0,1,2,1,0,0,2,1,1,0,0,3,1,1,1,1,0,2,3,1,0,3,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,3,0,1,0,1,2,0,0,2,0,0,2,1,1,0,0,1,0,3,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,3,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,1,1,1,1,2,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,3,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"vr46",2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,1,1,2,1,0,1,0,1,1,0,0,1,3,1,0,1,1,1,2,1,0,1,2,1,1,1,1,1,1,1,1,1,0,2,0,2,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,2,0,1,0,0,1,1,3,0,0,1,0,1,1,0,2,1,1,0,1,2,1,1,1,0,1,1,0,1,1,1,1,0,2,1,1,1,0,1,0,2,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,2,0,0,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piku",2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,2,1,0,2,1,1,1,1,1,1,0,1,2,2,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,2,1,1,2,1,0,1,0,1,0,1,0,3,1,1,0,0,0,1,1,0,1,1,1,0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,2,1,2,0,1,2,1,0,0,0,0,0,0,1,2,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,3,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dr House",3,0,1,1,1,3,3,1,1,1,0,1,0,1,1,0,0,1,1,1,0,2,0,0,4,0,2,5,1,0,1,1,2,2,2,0,1,0,0,0,2,3,0,1,0,1,2,0,0,0,4,0,0,1,0,1,0,1,1,0,1,0,1,2,0,2,1,2,0,1,0,2,2,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,3,1,3,3,3,0,0,0,0,0,1,2,0,3,2,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,2,0,0,0,2,1,1,0,0,2,1,0,3,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jaanu",2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,2,0,2,1,1,1,0,4,1,0,0,0,0,1,4,1,2,0,2,3,3,0,0,0,1,1,0,2,1,3,1,1,3,0,0,0,3,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,2,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,0,0,1,0,1,0,0,0,0,0,0,2,4,0,1,0,1,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,3,0,3,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,3,0,1,1,2,1,1,0,2,2,0,1,0,2,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0
"Rachel",1,2,1,1,1,0,0,1,1,0,1,0,2,0,0,1,1,0,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,0,0,1,1,1,2,0,2,1,0,1,2,0,2,0,3,0,0,0,0,0,2,1,2,2,0,1,1,1,1,0,0,1,0,1,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,2,1,2,1,0,0,0,0,0,1,0,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,1,1,0,2,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,2,0,0,3,0,0,2,0,1,0,0,2,0,1,0,2,0,0,2,0,2,1,0,2,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"Scooby",1,1,1,2,2,2,2,1,1,2,1,1,0,2,2,0,0,1,1,1,2,0,1,0,2,2,1,4,1,1,2,1,1,2,1,0,0,0,2,1,2,3,0,2,1,1,2,2,0,1,1,0,1,0,0,1,1,1,1,0,0,0,2,1,0,1,0,1,0,0,1,2,2,0,1,0,1,0,1,0,1,0,1,1,2,1,0,0,1,0,2,1,1,0,0,1,1,2,1,1,2,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Leia",2,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,1,1,0,2,0,0,2,0,0,1,0,1,0,2,0,0,1,2,0,1,0,0,2,0,0,3,0,0,1,1,0,0,0,1,2,0,2,2,2,2,0,2,0,0,0,0,0,1,2,1,1,0,3,2,1,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,2,1,0,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,1,1,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,0,0,2,2,0,0,2,0,2,1,0,2,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"Monica",0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,1,0,0,3,0,0,0,1,0,1,1,0,0,0,1,2,1,0,0,1,0,1,3,0,0,1,0,0,1,0,0,0,1,1,2,1,1,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,2,1,0,1,0,2,0,1,2,0,0,3,0,0,0,1,1,1,0,1,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,1,2,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,3,1,1,0,0,0,1,0,1,1,0,0,1,2,0,0,0,1,1,0,1,1,0,1,0,1,2,0,1,0,0,2,2,0,1,2,1,1,1,2,0,1,2,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"Santiago",1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,2,1,1,0,0,1,0,0,0,1,2,1,2,0,1,0,2,2,1,1,1,1,1,1,1,0,0,1,1,1,0,2,0,0,0,1,1,0,0,1,1,0,0,1,2,0,2,1,0,1,2,1,0,0,1,0,1,1,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,1,1,2,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"Fluffy",1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,2,2,1,2,0,2,2,0,0,0,0,2,1,2,2,0,3,2,1,0,0,0,1,1,0,3,0,1,1,1,2,0,0,0,2,0,1,0,1,0,1,1,0,2,1,2,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,1,1,0,2,3,1,2,0,0,0,0,0,2,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Donna",1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2,0,1,1,0,1,0,1,0,0,1,0,0,3,2,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,1,0
"Jerry ",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,2,0,1,0,1,1,0,0,1,0,2,0,0,0,2,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,2,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,2,1,0,2,1,0,0,1,0,0,1,3,1,0,0,1,1,1,2,0,0,0,1,0,0,2,2,0,1,0,0,0,0,1,1,2,1,0,0,1,0,1,2,1,0,2,0,1,0,0,1,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1
"Arjuna",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,3,0,3,0,2,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,2,0,0,1,1,1,0,0,0,2,0,1,0,1,0,1,1,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,2,1,0,0,1,0,0,0,0,2,0,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,3,2,2,1,0,1,1,0,0,2,2,0,2,0,1,2,0,0,0,1,2,0,0,1,0,1,1,0,1,0,3,0,1,1,2,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0
"Hulk",1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,2,1,1,1,2,1,3,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,1,1,0,2,1,1,0,1,2,0,0,1,1,0,2,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Shelby",0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,2,1,0,1,1,0,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,3,1,2,0,0,0,0,0,3,1,0,1,1,0,1,0,0,2,0,0,1,1,1,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,3,0,0,1,0,2,0,0,2,1,0,0,2,2,1,0,0,0,0,0
"Naruto",1,1,0,1,2,1,3,1,1,2,2,1,0,2,1,0,0,1,1,2,3,0,2,1,2,1,1,2,1,0,1,0,3,1,3,0,0,0,1,1,1,1,1,1,2,1,1,1,0,1,2,0,0,0,0,1,1,0,1,0,0,0,3,1,0,1,0,1,0,0,0,2,1,0,2,0,1,0,2,0,1,2,1,1,1,1,0,0,0,0,1,0,2,0,0,0,0,2,1,2,1,0,0,1,0,1,0,2,0,0,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
